Art.;Conteudo
11;Art. 11 . Nas empresas de mais de duzentos empregados, é assegurada a eleição de um repre- sentante destes com a finalidade exclusiva de promover-lhes o entendimento direto com os empregadores. CAPÍTULO Ill - DA NACIONALIDADE
12;Art. 12 . São brasileiros l- natos a) os nascidos na República Federativa do Brasil, ainda que de pais estrangeiros, desde que estes não estejam a serviço de seu país, b) os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, desde que qualquer deles esteja a serviço da República Federativa do Brasil, c) os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que sejam re- gistrados em repartição brasileira competente ou venham a residir na República Federativa do Brasile optem, em qualquer tempo, depois de atingida a maioridade, pela nacionalidade brasileira, (Alínea com redação dada pela EC nº 54, de 2007) Il - naturalizados a) os que, na forma da lei, adquiram a nacionalidade brasileira, exigidas aos originários de países de língua portuguesa apenas residência por um ano ininterrupto e idoneidade moral, ART. 13 b) os estrangeiros de qualquer nacionalidade residentes na República Federativa do Brasil há mais de quinze anos ininterruptos e sem condenação penal, desde que requeiram a nacio- nalidade brasileira. (Alínea com redação dada pela ECR nº 3, de 1994) 8 1º Aos portugueses com residência permanente no País, se houver reciprocidade em favor dos brasileiros, serão atribuídos os direitos inerentes ao brasileiro, salvo os casos previstos nesta Constituição. (Parágrafo com redação dada pela ECR nº 3, de 1994) § 2º A lei não poderá estabelecer distinção entre brasileiros natos e naturalizados, salvo nos casos previstos nesta Constituição. § 3º São privativos de brasileiro nato os cargos - de Presidente e Vice-Presidente da República, Il - de Presidente da Câmara dos Deputados, Ill - de Presidente do Senado Federal, IV - de Ministro do Supremo Tribunal Federal, V- da carreira diplomática, VI - de oficial das Forças Armadas, VII - de Ministro de Estado da Defesa. (Inciso acrescido pela EC nº 23, de 1999) § 4º Será declarada a perda da nacionalidade do brasileiro que - tiver cancelada sua naturalização, por sentença judicial, em virtude de fraude relacio- nada ao processo de naturalização ou de atentado contra a ordem constitucional e o Estado Democrático, (Inciso com redação dada pela EC nº 131, de 2023) Il - fizer pedido expresso de perda da nacionalidade brasileira perante autoridade brasileira competente, ressalvadas situações que acarretem apatridia. (Inciso com redação dada pela EC nº 131, de 2023) a) (Alínea acrescida pela ECR nº 3, de 1994, e revogada pela EC nº 131, de 2023) b) (Alínea acrescida pela ECR nº 3, de 1994, e revogada pela EC nº 131, de 2023) § 5º A renúncia da nacionalidade, nos termos do inciso Il do § 4º deste artigo, não impede o interessado de readquirir sua nacionalidade brasileira originária, nos termos da lei. (Parágrafo acrescido pela EC nº 131, de 2023)
13;Art. 13 . A língua portuguesa é o idioma oficial da República Federativa do Brasil. 8 1º São símbolos da República Federativa do Brasil a bandeira, o hino, as armas e o selo nacionais. 8 2º Os Estados, o Distrito Federal e os Municípios poderão ter símbolos próprios. CAPÍTULO IV - DOS DIREITOS POLÍTICOS
14;Art. 14 . A soberania popular será exercida pelo sufrágio universal e pelo voto direto e secreto, com valor igual para todos, e, nos termos da lei, mediante l- plebiscito, Il - referendo, HI — iniciativa popular. 8 1º O alistamento eleitoral e o voto são l- obrigatórios para os maiores de dezoito anos, Il - facultativos para a) os analfabetos, b) os maiores de setenta anos, c) os maiores de dezesseis e menores de dezoito anos. § 2º Não podem alistar-se como eleitores os estrangeiros e, durante o período do serviço militar obrigatório, os conscritos. CONSTITUIÇÃO DA REPUBLICA FEDERATIVA DO BRASIL § 3º São condições de elegibilidade, na forma da lei l- a nacionalidade brasileira, Il- o pleno exercício dos direitos políticos, Ill - o alistamento eleitoral, IV - o domicílio eleitoral na circunscrição, V - a filiação partidária, VI - a idade mínima de a) trinta e cinco anos para Presidente e Vice-Presidente da República e Senador, b) trinta anos para Governador e Vice-Governador de Estado e do Distrito Federal, c) vinte e um anos para Deputado Federal, Deputado Estadual ou Distrital, Prefeito, Vice-Prefeito e juiz de paz, d) dezoito anos para Vereador. § 4° São inelegíveis os inalistáveis e os analfabetos. § 5° O Presidente da República, os Governadores de Estado e do Distrito Federal, os Prefei- tos e quem os houver sucedido ou substituído no curso dos mandatos poderão ser reeleitos para um único período subsequente. (Parágrafo com redação dada pela EC nº 16, de 1997) 8 6º Para concorrerem a outros cargos, o Presidente da República, os Governadores de Estado e do Distrito Federal e os Prefeitos devem renunciar aos respectivos mandatos até seis meses antes do pleito. § 7º São inelegíveis, no território de jurisdição do titular, o cônjuge e os parentes consanguí- neos ou afins, até o segundo grau ou por adoção, do Presidente da República, de Governador de Estado ou Território, do Distrito Federal, de Prefeito ou de quem os haja substituído dentro dos seis meses anteriores ao pleito, salvo se já titular de mandato eletivo e candidato à reeleição. § 8° O militar alistável é elegível, atendidas as seguintes condições l- se contar menos de dez anos de serviço, deverá afastar-se da atividade, Il - se contar mais de dez anos de serviço, será agregado pela autoridade superior e, se eleito, passará automaticamente, no ato da diplomação, para a inatividade. § 9º Lei complementar estabelecerá outros casos de inelegibilidade e os prazos de sua ces- sação, a fim de proteger a probidade administrativa, a moralidade para o exercício do mandato, considerada a vida pregressa do candidato, e a normalidade e legitimidade das eleições contra a influência do poder econômico ou o abuso do exercício de função, cargo ou emprego na administração direta ou indireta. (Parágrafo com redação dada pela ECR nº 4, de 1994) § 10. O mandato eletivo poderá ser impugnado ante a Justiça Eleitoral no prazo de quinze dias contados da diplomação, instruída a ação com provas de abuso do poder econômico, corrupção ou fraude. § 11. A ação de impugnação de mandato tramitará em segredo de justiça, respondendo o autor, na forma da lei, se temerária ou de manifesta má-fé. § 12. Serão realizadas concomitantemente às eleições municipais as consultas populares sobre questões locais aprovadas pelas Câmaras Municipais e encaminhadas à Justiça Eleitoral até 90 (noventa) dias antes da data das eleições, observados os limites operacionais relativos ao número de quesitos. (Parágrafo acrescido pela EC nº 111, de 2021) S 13. As manifestações favoráveis e contrárias às questões submetidas às consultas po- pulares nos termos do § 12 ocorrerão durante as campanhas eleitorais, sem a utilização de propaganda gratuita no rádio e na televisão. (Parágrafo acrescido pela EC nº 111, de 2021)
15;Art. 15 . É vedada a cassação de direitos políticos, cuja perda ou suspensão só se dará nos casos de l- cancelamento da naturalização por sentença transitada em julgado, ART. 16 Il - incapacidade civil absoluta, Ill - condenação criminal transitada em julgado, enquanto durarem seus efeitos, IV - recusa de cumprir obrigação a todos imposta ou prestação alternativa, nos termos do art. 5º, VIII, V- improbidade administrativa, nos termos do art. 37,8 4º.
16;Art. 16 . A lei que alterar o processo eleitoral entrará em vigor na data de sua publicação, não se aplicando à eleição que ocorra até um ano da data de sua vigência. (Artigo com redação dada pela EC nº 4, de 1993) CAPÍTULO V - DOS PARTIDOS POLÍTICOS
17;Art. 17 . É livre a criação, fusão, incorporação e extinção de partidos políticos, resguardados a soberania nacional, o regime democrático, o pluripartidarismo, os direitos fundamentais da pessoa humana e observados os seguintes preceitos l- caráter nacional, Il - proibição de recebimento de recursos financeiros de entidade ou governo estrangeiros ou de subordinação a estes, IIl - prestação de contas à Justiça Eleitoral, IV - funcionamento parlamentar de acordo com a lei. § 1º É assegurada aos partidos políticos autonomia para definir sua estrutura interna e esta- belecer regras sobre escolha, formação e duração de seus órgãos permanentes e provisórios e sobre sua organização e funcionamento e para adotar os critérios de escolha e o regime de suas coligações nas eleições majoritárias, vedada a sua celebração nas eleições proporcionais, sem obrigatoriedade de vinculação entre as candidaturas em âmbito nacional, estadual, distrital ou municipal, devendo seus estatutos estabelecer normas de disciplina e fidelidade partidária. (Parágrafo com redação dada pela EC nº 97, de 2017) § 2º Os partidos políticos, após adquirirem personalidade jurídica, na forma da lei civil, registrarão seus estatutos no Tribunal Superior Eleitoral. § 3º Somente terão direito a recursos do fundo partidário e acesso gratuito ao rádio e à te- levisão, na forma da lei, os partidos políticos que alternativamente (Caput do parágrafo com redação dada pela EC nº 97, de 2017) - obtiverem, nas eleições para a Câmara dos Deputados, no mínimo, 3% (três por cento) dos votos válidos, distribuídos em pelo menos um terço das unidades da Federação, com um mínimo de 2% (dois por cento) dos votos válidos em cada uma delas, ou (Inciso acrescido pela EC nº 97, de 2017) Il - tiverem elegido pelo menos quinze Deputados Federais distribuídos em pelo menos um terço das unidades da Federação. (Inciso acrescido pela EC nº 97, de 2017) § 4º É vedada a utilização pelos partidos políticos de organização paramilitar. 8 5º Ao eleito por partido que não preencher os requisitos previstos no 8 3º deste artigo é assegurado o mandato e facultada a filiação, sem perda do mandato, a outro partido que os tenha atingido, não sendo essa filiação considerada para fins de distribuição dos recursos do fundo partidário e de acesso gratuito ao tempo de rádio e de televisão. (Parágrafo acrescido pela EC nº 97, de 2017) 8 6º Os Deputados Federais, os Deputados Estaduais, os Deputados Distritais e os Verea- dores que se desligarem do partido pelo qual tenham sido eleitos perderão o mandato, salvo nos casos de anuência do partido ou de outras hipóteses de justa causa estabelecidas em lei, não computada, em qualquer caso, a migração de partido para fins de distribuição de recursos do fundo partidário ou de outros fundos públicos e de acesso gratuito ao rádio e à televisão. (Parágrafo acrescido pela EC nº 111, de 2021) 19 20 CONSTITUIÇÃO DA REPUBLICA FEDERATIVA DO BRASIL 8 7º Os partidos políticos devem aplicar no mínimo 5% (cinco por cento) dos recursos do fundo partidário na criação e na manutenção de programas de promoção e difusão da parti- cipação política das mulheres, de acordo com os interesses intrapartidários. (Parágrafo acrescido pela EC nº 117, de 2022) 5 8º O montante do Fundo Especial de Financiamento de Campanha e da parcela do fundo partidário destinada a campanhas eleitorais, bem como o tempo de propaganda gratuita no rádio e na televisão a ser distribuído pelos partidos às respectivas candidatas, deverão ser de no mínimo 30% (trinta por cento), proporcional ao número de candidatas, e a distribuição deverá ser realizada conforme critérios definidos pelos respectivos órgãos de direção e pelas normas estatutárias, considerados a autonomia e o interesse partidário. (Parágrafo acrescido pela EC nº 117, de 2022) TÍTULO Ill - DA ORGANIZAÇÃO DO ESTADO CAPÍTULO - DA ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA
18;Art. 18 . A organização político-administrativa da República Federativa do Brasil compreende a União, os Estados, o Distrito Federal e os Municípios, todos autônomos, nos termos desta Constituição. 8 1º Brasília é a Capital Federal. § 2° Os Territórios Federais integram a União, e sua criação, transformação em Estado ou reintegração ao Estado de origem serão reguladas em lei complementar. 8 3º Os Estados podem incorporar-se entre si, subdividir-se ou desmembrar-se para se anexarem a outros, ou formarem novos Estados ou Territórios Federais, mediante aprovação da população diretamente interessada, através de plebiscito, e do Congresso Nacional, por lei complementar. § 4º A criação, a incorporação, a fusão e o desmembramento de Municípios, far-se-ão por lei estadual, dentro do período determinado por lei complementar federal, e dependerão de con- sulta prévia, mediante plebiscito, às populações dos Municípios envolvidos, após divulgação dos Estudos de Viabilidade Municipal, apresentados e publicados na forma da lei. (Parágrafo com redação dada pela EC nº 15, de 1996)
19;Art. 19 . É vedado à União, aos Estados, ao Distrito Federal e aos Municípios - estabelecer cultos religiosos ou igrejas, subvencioná-los, embaraçar-lhes o funciona- mento ou manter com eles ou seus representantes relações de dependência ou aliança, ressal- vada, na forma da lei, a colaboração de interesse público, Il - recusar fé aos documentos públicos, Ill - criar distinções entre brasileiros ou preferências entre si. CAPÍTULO II - DA UNIÃO
20;Art. 20 . São bens da União l- os que atualmente lhe pertencem e os que lhe vierem a ser atribuídos, Il - as terras devolutas indispensáveis à defesa das fronteiras, das fortificações e constru- ções militares, das vias federais de comunicação e à preservação ambiental, definidas em lei, Ill — os lagos, rios e quaisquer correntes de água em terrenos de seu domínio, ou que ba- nhem mais de um Estado, sirvam de limites com outros países, ou se estendam a território estrangeiro ou dele provenham, bem como os terrenos marginais e as praias fluviais, IV - as ilhas fluviais e lacustres nas zonas limítrofes com outros países, as praias marítimas, as ilhas oceânicas e as costeiras, excluídas, destas, as que contenham a sede de Municípios, ART. 21 exceto aquelas áreas afetadas ao serviço público e a unidade ambiental federal, e as referidas no art. 26, Il, (Inciso com redação dada pela EC nº 46, de 2005) V- os recursos naturais da plataforma continental e da zona econômica exclusiva, VI - o mar territorial, VII - os terrenos de marinha e seus acrescidos, VIII - os potenciais de energia hidráulica, IX- os recursos minerais, inclusive os do subsolo, X - as cavidades naturais subterrâneas e os sítios arqueológicos e pré-históricos, XI - as terras tradicionalmente ocupadas pelos índios. § 1º É assegurada, nos termos da lei, à União, aos Estados, ao Distrito Federal e aos Municí- pios a participação no resultado da exploração de petróleo ou gás natural, de recursos hídricos para fins de geração de energia elétrica e de outros recursos minerais no respectivo território, plataforma continental, mar territorial ou zona econômica exclusiva, ou compensação finan- ceira por essa exploração. (Parágrafo com redação dada pela EC nº 102, de 2019, publicada no DOU de 2792019, produzindo efeitos a partir da execução orçamentária do exercício financeiro subsequente) § 2º A faixa de até cento e cinquenta quilômetros de largura, ao longo das fronteiras terres- tres, designada como faixa de fronteira, é considerada fundamental para defesa do território nacional, e sua ocupação e utilização serão reguladas em lei.
21;Art. 21 . Compete à União - manter relações com Estados estrangeiros e participar de organizações internacionais, Il - declarar a guerra e celebrar a paz, Ill - assegurar a defesa nacional, IV — permitir, nos casos previstos em lei complementar, que forças estrangeiras transitem pelo território nacional ou nele permaneçam temporariamente, V - decretar o estado de sítio, o estado de defesa e a intervenção federal, VI - autorizar e fiscalizar a produção e o comércio de material bélico, VII - emitir moeda, VIII — administrar as reservas cambiais do País e fiscalizar as operações de natureza fi- nanceira, especialmente as de crédito, câmbio e capitalização, bem como as de seguros e de previdência privada, IX - elaborar e executar planos nacionais e regionais de ordenação do território e de desen- volvimento econômico e social, X - manter o serviço postal e o correio aéreo nacional, XI - explorar, diretamente ou mediante autorização, concessão ou permissão, os serviços de telecomunicações, nos termos da lei, que disporá sobre a organização dos serviços, a criação de um órgão regulador e outros aspectos institucionais, (Inciso com redação dada pela EC nº 8, de 1995) XII - explorar, diretamente ou mediante autorização, concessão ou permissão a) os serviços de radiodifusão sonora e de sons e imagens, (Alínea com redação dada pela EC nº 8, de 1995) b) os serviços e instalações de energia elétrica e o aproveitamento energético dos cursos de água, em articulação com os Estados onde se situam os potenciais hidroenergéticos, c) a navegação aérea, aeroespacial e a infraestrutura aeroportuária, d) os serviços de transporte ferroviário e aquaviário entre portos brasileiros e fronteiras nacionais, ou que transponham os limites de Estado ou Território, e) os serviços de transporte rodoviário interestadual e internacional de passageiros, f) os portos marítimos, fluviais e lacustres, 21 22 CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL XIII - organizar e manter o Poder Judiciário, o Ministério Público do Distrito Federal e dos Territórios e a Defensoria Pública dos Territórios, (Inciso com redação dada pela EC nº 69, de 2012, publi- cada no DOU de 3032012, produzindo efeitos 120 dias após a publicação) XIV - organizar e manter a polícia civil, a polícia penal, a polícia militar e o corpo de bom- beiros militar do Distrito Federal, bem como prestar assistência financeira ao Distrito Federal para a execução de serviços públicos, por meio de fundo próprio, (Inciso com redação dada pela EC nº 104, de 2019) XV - organizar e manter os serviços oficiais de estatística, geografia, geologia e cartografia de âmbito nacional, XVI - exercer a classificação, para efeito indicativo, de diversões públicas e de programas de rádio e televisão, XVII - conceder anistia, XVIII - planejar e promover a defesa permanente contra as calamidades públicas, especial- mente as secas e as inundações, XIX - instituir sistema nacional de gerenciamento de recursos hídricos e definir critérios de outorga de direitos de seu uso, XX - instituir diretrizes para o desenvolvimento urbano, inclusive habitação, saneamento básico e transportes urbanos, XXI - estabelecer princípios e diretrizes para o sistema nacional de viação, XXII — executar os serviços de polícia marítima, aeroportuária e de fronteiras, (Inciso com redação dada pela EC nº 19, de 1998) XXIII — explorar os serviços e instalações nucleares de qualquer natureza e exercer mono- pólio estatal sobre a pesquisa, a lavra, o enriquecimento e reprocessamento, a industrialização e o comércio de minérios nucleares e seus derivados, atendidos os seguintes princípios e condições a) toda atividade nuclear em território nacional somente será admitida para fins pacíficos e mediante aprovação do Congresso Nacional, b) sob regime de permissão, são autorizadas a comercialização e a utilização de radioisóto- pos para pesquisa e uso agrícolas e industriais, (Alínea com redação dada pela EC nº 118, de 2022) c) sob regime de permissão, são autorizadas a produção, a comercialização e a utilização de radioisótopos para pesquisa e uso médicos, (Alínea acrescida pela EC nº 49, de 2006, com redação dada pela EC nº 118, de 2022) d) a responsabilidade civil por danos nucleares independe da existência de culpa, (Primitiva alínea c renomeada pela EC nº 49, de 2006) XXIV - organizar, manter e executar a inspeção do trabalho, XXV - estabelecer as áreas e as condições para o exercício da atividade de garimpagem, em forma associativa, XXVI - organizar e fiscalizar a proteção e o tratamento de dados pessoais, nos termos da lei. (Inciso acrescido pela EC nº 115, de 2022)
